poly_id,GID_2,NAME_1,NAME_2,EAD_nomang_usd,EAD_with_usd,EAD_avoided_usd,mangrove_ha,NPV_benefits_usd,NPV_cost_low,NPV_cost_mid,NPV_cost_high,BCR_low,BCR_mid,BCR_high,pop_exposed_nomang,ntl_exposed_nomang,pop_exposed_with,ntl_exposed_with,pop_avoided,ntl_avoided
1,PHL.1.1_1,Abra,Bangued,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PHL.1.2_1,Abra,Boliney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,PHL.1.3_1,Abra,Bucay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,PHL.1.4_1,Abra,Bucloc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,PHL.1.5_1,Abra,Daguioman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,PHL.1.6_1,Abra,Danglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,PHL.1.7_1,Abra,Dolores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,PHL.1.8_1,Abra,La Paz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,PHL.1.9_1,Abra,Lacub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,PHL.1.10_1,Abra,Lagangilang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,PHL.1.11_1,Abra,Lagayan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,PHL.1.12_1,Abra,Langiden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,PHL.1.13_1,Abra,Licuan-Baay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,PHL.1.14_1,Abra,Luba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,PHL.1.15_1,Abra,Malibcong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,PHL.1.16_1,Abra,Manabo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,PHL.1.17_1,Abra,Peñarrubia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,PHL.1.18_1,Abra,Pidigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,PHL.1.19_1,Abra,Pilar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,PHL.1.20_1,Abra,Sallapadan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,PHL.1.21_1,Abra,San Isidro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,PHL.1.22_1,Abra,San Juan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,PHL.1.23_1,Abra,San Quintin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,PHL.1.24_1,Abra,Tayum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,PHL.1.25_1,Abra,Tineg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,PHL.1.26_1,Abra,Tubo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,PHL.1.27_1,Abra,Villaviciosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,PHL.2.1_1,Agusan del Norte,Buenavista,2288645.25075,2288645.25075,0,0,0,0,0,0,0,0,0,0,4.647570610046387,0,4.647570610046387,0,0
29,PHL.2.2_1,Agusan del Norte,Butuan City,2708.82727734375,2685.348984375,23.47829296875034,0,360.9189088569221,0,0,0,360918908856.92206,360918908856.92206,360918908856.92206,0,0,0,0,0,0
30,PHL.2.3_1,Agusan del Norte,Cabadbaran City,0,0,0,194.544189453125,0,291816.2841796875,778176.7578125,1945441.89453125,0,0,0,0,0,0,0,0,0
31,PHL.2.4_1,Agusan del Norte,Carmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,PHL.2.5_1,Agusan del Norte,Jabonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,PHL.2.6_1,Agusan del Norte,Kitcharao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,PHL.2.7_1,Agusan del Norte,Las Nieves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,PHL.2.8_1,Agusan del Norte,Magallanes,382565.786625,340083.54099999997,42482.24562500004,432.62921142578125,653056.2403823205,648943.8171386719,1730516.845703125,4326292.1142578125,1.0063371021266234,0.3773764132974838,0.1509505653189935,42.21872329711914,4.971495628356934,42.21872329711914,4.971495628356934,0,0
36,PHL.2.9_1,Agusan del Norte,Mainit Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,PHL.2.10_1,Agusan del Norte,Nasipit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,PHL.2.11_1,Agusan del Norte,Remedios T. Romualdez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,PHL.2.12_1,Agusan del Norte,Santiago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,PHL.2.13_1,Agusan del Norte,Tubay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,PHL.3.1_1,Agusan del Sur,Bayugan City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,PHL.3.2_1,Agusan del Sur,Bunawan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,PHL.3.3_1,Agusan del Sur,Esperanza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,PHL.3.4_1,Agusan del Sur,La Paz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,PHL.3.5_1,Agusan del Sur,Loreto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,PHL.3.6_1,Agusan del Sur,Prosperidad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,PHL.3.7_1,Agusan del Sur,Rosario,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,PHL.3.8_1,Agusan del Sur,San Francisco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,PHL.3.9_1,Agusan del Sur,San Luis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,PHL.3.10_1,Agusan del Sur,Santa Josefa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,PHL.3.11_1,Agusan del Sur,Sibagat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,PHL.3.12_1,Agusan del Sur,Talacogon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,PHL.3.13_1,Agusan del Sur,Trento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,PHL.3.14_1,Agusan del Sur,Veruela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,PHL.4.1_1,Aklan,Altavas,314413.61793750006,314413.61793750006,0,0,0,0,0,0,0,0,0,2.3314507007598877,0.37825581431388855,2.3314507007598877,0.37825581431388855,0,0
56,PHL.4.2_1,Aklan,Balete,0,0,0,0,0,0,0,0,0,0,0,0.49555543065071106,0,0.49555543065071106,0,0,0
57,PHL.4.3_1,Aklan,Banga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,PHL.4.4_1,Aklan,Batan,1207.157182128906,1207.157182128906,0,84.94524383544922,0,127417.86575317383,339780.9753417969,849452.4383544922,0,0,0,18.8080997467041,0,18.8080997467041,0,0,0
59,PHL.4.5_1,Aklan,Buruanga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,PHL.4.6_1,Aklan,Ibajay,2625612.123,2524147.693,101464.43000000017,123.25585174560547,1559756.9811455836,184883.7776184082,493023.4069824219,1232558.5174560547,8.4364188207191,3.163657057769662,1.2654628231078648,51.488590240478516,10.802248001098633,51.488590240478516,10.802248001098633,0,0
61,PHL.4.7_1,Aklan,Kalibo,3487768.189,3415812.424,71955.76499999966,103.36384582519531,1106136.4735643845,155045.76873779297,413455.38330078125,1033638.4582519531,7.134257726407466,2.6753466474027996,1.0701386589611197,21.563365936279297,15.465787887573242,21.563365936279297,15.465787887573242,0,0
62,PHL.4.8_1,Aklan,Lezo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,PHL.4.9_1,Aklan,Libacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,PHL.4.10_1,Aklan,Madalag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,PHL.4.11_1,Aklan,Makato,405176.70700000005,405149.794375,26.912625000055414,0,413.71300981821435,0,0,0,413713009818.2143,413713009818.2143,413713009818.2143,22.991207122802734,3.0191354751586914,22.991207122802734,3.0191354751586914,0,0
66,PHL.4.12_1,Aklan,Malay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,PHL.4.13_1,Aklan,Malinao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,PHL.4.14_1,Aklan,Nabas,802093.38425,647184.439125,154908.94512499997,89.49565124511719,2381330.172560142,134243.47686767578,357982.60498046875,894956.5124511719,17.738889278824523,6.652083479559196,2.6608333918236786,11.829557418823242,4.281950950622559,11.829557418823242,4.281950950622559,0,0
69,PHL.4.15_1,Aklan,New Washington,2196057.8745,2191884.3765000002,4173.497999999672,161.91026306152344,64156.893615788395,242865.39459228516,647641.05224609375,1619102.6306152344,0.2641664685225863,0.09906242569596986,0.03962497027838794,62.06100845336914,16.752975463867188,62.06100845336914,16.752975463867188,0,0
70,PHL.4.16_1,Aklan,Numancia,378641.77074999997,376212.838125,2428.9326249999576,0,37338.647825409804,0,0,0,37338647825409.805,37338647825409.805,37338647825409.805,28.517349243164062,2.214259624481201,28.517349243164062,2.214259624481201,0,0
71,PHL.4.17_1,Aklan,Tangalan,253.67111376953125,253.67111376953125,0,0,0,0,0,0,0,0,0,2.221675395965576,0,2.221675395965576,0,0,0
72,PHL.5.1_1,Albay,Bacacay,885511.96,885511.96,0,164.96511840820312,0,247447.6776123047,659860.4736328125,1649651.1840820312,0,0,0,20.119972229003906,12.77717399597168,20.119972229003906,12.77717399597168,0,0
73,PHL.5.2_1,Albay,Bato Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,PHL.5.3_1,Albay,Camalig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,PHL.5.4_1,Albay,Daraga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,PHL.5.5_1,Albay,Guinobatan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,PHL.5.6_1,Albay,Jovellar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,PHL.5.7_1,Albay,Legazpi City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,PHL.5.8_1,Albay,Libon,77778.91400000002,77778.91400000002,0,0,0,0,0,0,0,0,0,2.248544454574585,0.3391042947769165,2.248544454574585,0.3391042947769165,0,0
80,PHL.5.9_1,Albay,Ligao City,0,0,0,0,0,0,0,0,0,0,0,0.27830156683921814,0,0.27830156683921814,0,0,0
81,PHL.5.10_1,Albay,Malilipot,279534.819125,279506.815375,28.00374999997439,0,430.48627544367633,0,0,0,430486275443.67633,430486275443.67633,430486275443.67633,0,0,0,0,0,0
82,PHL.5.11_1,Albay,Malinao,1741703.5389999999,1544605.6819999998,197097.85700000008,95.89026641845703,3029877.1542360564,143835.39962768555,383561.0656738281,958902.6641845703,21.064891967337804,7.899334487751677,3.1597337951006708,49.35060119628906,18.46590232849121,49.35060119628906,18.46590232849121,0,0
83,PHL.5.12_1,Albay,Manito,33120.868187500004,26820.468039062504,6300.4001484375,163.8086395263672,96852.59273162078,245712.95928955078,655234.55810546875,1638086.3952636719,0.3941696563814066,0.14781362114302748,0.05912544845721099,8.189180374145508,0.5993332266807556,8.189180374145508,0.5993332266807556,0,0
84,PHL.5.13_1,Albay,Oas,0,0,0,0,0,0,0,0,0,0,0,7.6017279624938965,0,7.6017279624938965,0,0,0
85,PHL.5.14_1,Albay,Pio Duran,588642.839375,542770.9021249999,45871.937250000075,119.12407684326172,705164.1088838684,178686.11526489258,476496.3073730469,1191240.7684326172,3.9463844621530915,1.4798941733074094,0.5919576693229638,3.881202220916748,2.5284385681152344,3.881202220916748,2.5284385681152344,0,0
86,PHL.5.15_1,Albay,Polangui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,PHL.5.16_1,Albay,Rapu-Rapu,0,0,0,470.30303955078125,0,705454.5593261719,1881212.158203125,4703030.3955078125,0,0,0,0,0,0,0,0,0
88,PHL.5.17_1,Albay,Santo Domingo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,PHL.5.18_1,Albay,Tabaco City,1601461.4997499997,1560121.4902500003,41340.00949999946,0,635497.2714896126,0,0,0,635497271489612.6,635497271489612.6,635497271489612.6,15.586641311645508,5.663290500640869,15.586641311645508,5.663290500640869,0,0
90,PHL.5.19_1,Albay,Tiwi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,PHL.6.1_1,Antique,Anini-Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,PHL.6.2_1,Antique,Barbaza,6728.049421875,6728.049421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,PHL.6.3_1,Antique,Belison,21542.050937499997,21542.050937499997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,PHL.6.4_1,Antique,Bugasong,471.81256774902334,471.81256774902334,0,0,0,0,0,0,0,0,0,3.8629376888275146,0.004616750404238701,3.8629376888275146,0.004616750404238701,0,0
95,PHL.6.5_1,Antique,Caluya,42461600.128,42334855.408,126744.71999999881,509.5337829589844,1948377.0011159584,764300.6744384766,2038135.1318359375,5095337.829589844,2.549228420539351,0.9559606577022567,0.3823842630809027,1.177512288093567,124.23831939697266,1.177512288093567,124.23831939697266,0,0
96,PHL.6.6_1,Antique,Culasi,1061145.0902500001,1061145.0902500001,0,0,0,0,0,0,0,0,0,20.007911682128906,8.659537315368652,20.007911682128906,8.659537315368652,0,0
97,PHL.6.7_1,Antique,Hamtic,5992810.798,5898853.384999999,93957.41300000157,86.96334075927734,1444355.7299551284,130445.01113891602,347853.3630371094,869633.4075927734,11.072525636238991,4.152197113589621,1.6608788454358487,35.19169616699219,28.998872756958008,35.19169616699219,28.998872756958008,0,0
98,PHL.6.8_1,Antique,Laua-An,51250.52450000001,51250.52450000001,0,0,0,0,0,0,0,0,0,7.2120819091796875,0.5014933347702026,7.2120819091796875,0.5014933347702026,0,0
99,PHL.6.9_1,Antique,Libertad,0,0,0,0,0,0,0,0,0,0,0,11.270821571350098,0,11.270821571350098,0,0,0
100,PHL.6.10_1,Antique,Pandan,1466017.1002500001,1466017.1002500001,0,0,0,0,0,0,0,0,0,40.236263275146484,15.358905792236328,40.236263275146484,15.358905792236328,0,0
101,PHL.6.11_1,Antique,Patnongon,72121.090015625,72121.090015625,0,0,0,0,0,0,0,0,0,9.704582214355469,0.24088098108768463,9.704582214355469,0.24088098108768463,0,0
102,PHL.6.12_1,Antique,San Jose,450943.271625,450406.65725000005,536.6143749999464,37.21210861206055,8249.078200008014,55818.16291809082,148848.4344482422,372121.08612060547,0.14778483863958314,0.05541931448984367,0.022167725795937468,0,1.2785440683364868,0,1.2785440683364868,0,0
103,PHL.6.13_1,Antique,San Remigio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,PHL.6.14_1,Antique,Sebaste,3032.05603125,3032.05603125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,PHL.6.15_1,Antique,Sibalom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,PHL.6.16_1,Antique,Tibiao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,PHL.6.17_1,Antique,Tobias Fornier,153788.3874375,153788.3874375,0,0,0,0,0,0,0,0,0,3.6244277954101562,0,3.6244277954101562,0,0,0
108,PHL.6.18_1,Antique,Valderrama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,PHL.7.1_1,Apayao,Calanasan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,PHL.7.2_1,Apayao,Conner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,PHL.7.3_1,Apayao,Flora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,PHL.7.4_1,Apayao,Kabugao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,PHL.7.5_1,Apayao,Luna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,PHL.7.6_1,Apayao,Pudtol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,PHL.7.7_1,Apayao,Santa Marcela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,PHL.8.1_1,Aurora,Baler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,PHL.8.2_1,Aurora,Casiguran,281836.66962500004,272020.6775625,9815.992062500038,285.5545654296875,150895.8572610524,428331.84814453125,1142218.26171875,2855545.654296875,0.35228726958947937,0.13210772609605476,0.052843090438421905,7.8921661376953125,2.0873985290527344,7.8921661376953125,2.0873985290527344,0,0
118,PHL.8.3_1,Aurora,Dilasag,71803.4949375,57613.874445312504,14189.620492187496,196.16114807128906,218129.24610620533,294241.7221069336,784644.59228515625,1961611.4807128906,0.7413267042630093,0.2779975140986285,0.1111990056394514,4.579244613647461,0.6781864166259766,4.579244613647461,0.6781864166259766,0,0
119,PHL.8.4_1,Aurora,Dinalungan,65624.1777109375,65624.1777109375,0,0,0,0,0,0,0,0,0,4.248902320861816,1.447520136833191,4.248902320861816,1.447520136833191,0,0
120,PHL.8.5_1,Aurora,Dingalan,0,0,0,0,0,0,0,0,0,0,0,2.3405940532684326,0,2.3405940532684326,0,0,0
121,PHL.8.6_1,Aurora,Dipaculao,0,0,0,0,0,0,0,0,0,0,0,4.184776306152344,0,4.184776306152344,0,0,0
122,PHL.8.7_1,Aurora,Maria Aurora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,PHL.8.8_1,Aurora,San Luis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,PHL.9.1_1,Basilan,Akbar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,PHL.9.2_1,Basilan,Al-Barka,0,0,0,362.49798583984375,0,543746.9787597656,1449991.943359375,3624979.8583984375,0,0,0,2.7080295085906982,0,2.7080295085906982,0,0,0
126,PHL.9.3_1,Basilan,Hadji Mohammad Ajul,0,0,0,167.74237060546875,0,251613.55590820312,670969.482421875,1677423.7060546875,0,0,0,0,0,0,0,0,0
127,PHL.9.4_1,Basilan,Isabela City,234685.318125,186420.36859375,48264.94953124999,741.14434814453125,741950.572984112,1111716.5222167969,2964577.392578125,7411443.4814453125,0.6673918738786393,0.2502719527044897,0.10010878108179588,40.382537841796875,1.7411420345306396,40.382537841796875,1.7411420345306396,0,0
128,PHL.9.5_1,Basilan,Lamitan City,0,0,0,13.162796020507812,0,19744.19403076172,52651.18408203125,131627.96020507812,0,0,0,0,0,0,0,0,0
129,PHL.9.6_1,Basilan,Lantawan,0,0,0,2099.48974609375,0,3149234.619140625,8397958.984375,20994897.4609375,0,0,0,3.4175963401794434,0,3.4175963401794434,0,0,0
130,PHL.9.7_1,Basilan,Maluso,983254.671875,913676.3766249999,69578.29525000008,486.1144714355469,1069588.9362646204,729171.7071533203,1944457.8857421875,4861144.714355469,1.4668546869986026,0.550070507624476,0.2200282030497904,44.79907989501953,9.045114517211914,44.79907989501953,9.045114517211914,0,0
131,PHL.9.8_1,Basilan,Sumisip,0,0,0,1383.167724609375,0,2074751.5869140625,5532670.8984375,13831677.24609375,0,0,0,7.557360649108887,0,7.2434492111206055,0,0.31391143798828125,0
132,PHL.9.9_1,Basilan,Tipo-Tipo,0,0,0,78.51343536376953,0,117770.1530456543,314053.7414550781,785134.3536376953,0,0,0,0.14566758275032043,0,0.14566758275032043,0,0,0
133,PHL.9.10_1,Basilan,Tuburan,0,0,0,57.87796401977539,0,86816.94602966309,231511.85607910156,578779.6401977539,0,0,0,0,0,0,0,0,0
134,PHL.9.11_1,Basilan,Ungkaya Pukan,0,0,0,0,0,0,0,0,0,0,0,0.9543459415435791,0,0.9543459415435791,0,0,0
135,PHL.10.1_1,Bataan,Abucay,776356.24025,775334.2007500001,1022.0394999999553,0,15711.252161289127,0,0,0,15711252161289.125,15711252161289.125,15711252161289.125,4.019914627075195,14.488900184631348,4.019914627075195,14.488900184631348,0,0
136,PHL.10.2_1,Bataan,Bagac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,PHL.10.3_1,Bataan,Balanga City,1023635.9050000003,1000282.6135,23353.291500000283,51.556819915771484,358997.3299002734,77335.22987365723,206227.27966308594,515568.19915771484,4.642093008409859,1.7407848781536968,0.6963139512614788,0,0,0,0,0,0
138,PHL.10.4_1,Bataan,Dinalupihan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,PHL.10.5_1,Bataan,Hermosa,320605.20037499996,320600.79475000006,4.4056249998975545,0,67.72525455373582,0,0,0,67725254553.73582,67725254553.73582,67725254553.73582,0,3.7164676189422607,0,3.7164676189422607,0,0
140,PHL.10.6_1,Bataan,Limay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,PHL.10.7_1,Bataan,Mariveles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,PHL.10.8_1,Bataan,Morong,21480.09721875,21480.09721875,0,0.15537185966968536,0,233.05778950452805,621.4874386787415,1553.7185966968536,0,0,0,0,0,0,0,0,0
143,PHL.10.9_1,Bataan,Orani,11117016.758,11116795.178,221.5800000000745,0,3406.227698537843,0,0,0,3406227698537.843,3406227698537.843,3406227698537.843,206.61961364746094,95.95178985595703,206.61961364746094,95.95178985595703,0,0
144,PHL.10.10_1,Bataan,Orion,8445275.163999999,8444990.276,284.8879999984056,0,4379.426828122086,0,0,0,4379426828122.0854,4379426828122.0854,4379426828122.0854,100.36979675292969,57.4389533996582,100.36979675292969,57.4389533996582,0,0
145,PHL.10.11_1,Bataan,Pilar,9084804.457999999,8987735.044,97069.41399999894,0,1492194.8129231983,0,0,0,1492194812923198.2,1492194812923198.2,1492194812923198.2,31.478439331054688,42.665130615234375,31.478439331054688,42.665130615234375,0,0
146,PHL.10.12_1,Bataan,Samal,13358884.640000002,13358038.794000002,845.8460000008345,0,13002.726211297562,0,0,0,13002726211297.56,13002726211297.56,13002726211297.56,82.52915954589844,72.15991973876953,82.52915954589844,72.15991973876953,0,0
147,PHL.11.1_1,Batanes,Basco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,PHL.11.2_1,Batanes,Itbayat,0,0,0,0,0,0,0,0,0,0,0,0.15070685744285583,0,0.15070685744285583,0,0,0
149,PHL.11.3_1,Batanes,Ivana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,PHL.11.4_1,Batanes,Mahatao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,PHL.11.5_1,Batanes,Sabtang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,PHL.11.6_1,Batanes,Uyugan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,PHL.12.1_1,Batangas,Agoncillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,PHL.12.2_1,Batangas,Alitagtag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,PHL.12.3_1,Batangas,Balayan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,PHL.12.4_1,Batangas,Balete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,PHL.12.5_1,Batangas,Batangas City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,PHL.12.6_1,Batangas,Bauan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,PHL.12.7_1,Batangas,Calaca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,PHL.12.8_1,Batangas,Calatagan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,PHL.12.9_1,Batangas,Cuenca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,PHL.12.10_1,Batangas,Ibaan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,PHL.12.11_1,Batangas,Laurel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,PHL.12.12_1,Batangas,Lemery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,PHL.12.13_1,Batangas,Lian,667389.9239999999,628641.150375,38748.773624999914,76.4329833984375,595663.6249020803,114649.47509765625,305731.93359375,764329.833984375,5.195519860816678,1.9483199478062545,0.7793279791225018,0,2.200900077819824,0,2.200900077819824,0,0
166,PHL.12.14_1,Batangas,Lipa City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,PHL.12.15_1,Batangas,Lobo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,PHL.12.16_1,Batangas,Mabini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,PHL.12.17_1,Batangas,Malvar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,PHL.12.18_1,Batangas,Mataas Na Kahoy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,PHL.12.19_1,Batangas,Nasugbu,142839.99987304688,141845.272796875,994.7270761718682,0,15291.393263566391,0,0,0,15291393263566.39,15291393263566.39,15291393263566.39,0,0,0,0,0,0
172,PHL.12.20_1,Batangas,Padre Garcia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,PHL.12.21_1,Batangas,Rosario,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,PHL.12.22_1,Batangas,San Jose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,PHL.12.23_1,Batangas,San Juan,20617.82659375,20291.5904453125,326.23614843749965,196.06422424316406,5015.0492150543405,294096.3363647461,784256.89697265625,1960642.2424316406,0.017052402886224817,0.0063946510823343055,0.002557860432933722,3.957549571990967,0.16139979660511017,3.957549571990967,0.16139979660511017,0,0
176,PHL.12.24_1,Batangas,San Luis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,PHL.12.25_1,Batangas,San Nicolas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,PHL.12.26_1,Batangas,San Pascual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,PHL.12.27_1,Batangas,Santa Teresita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,PHL.12.28_1,Batangas,Santo Tomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,PHL.12.30_1,Batangas,Taal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,PHL.12.29_1,Batangas,Taal lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,PHL.12.31_1,Batangas,Talisay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,PHL.12.32_1,Batangas,Tanauan City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,PHL.12.33_1,Batangas,Taysan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
